nhà còn hát đi	fallback
bạn ơi nêm nếm gia vị ra sao đi	ask_recipe_detail
chỉ mình cách nấu đi nha	ask_recipe_detail
mình muốn thời tiết thế nào với	fallback
ê làm sao cho bún giòn	ask_recipe_detail
đề xuất ngu quá	fallback
nhà còn có món nào không có hành ngò không	refine_search
mình muốn bước 1 là gì nào ngon	ask_recipe_detail
làm sao cho sườn giòn	ask_recipe_detail
gợi ý combo mực và tỏi cho cả nhà	search_recipe
bạn ơi món này hết bao nhiêu tiền đi	ask_price_estimate
có món nào không có bí xanh không đi	refine_search
tìm giúp có món nào 5 phút mà ngon không đi	search_recipe
mình muốn làm sao cho thịt gà giòn với	ask_recipe_detail
bạn ơi tìm món khác đi đi	refine_search
gợi ý không thích món này nhé	refine_search
mình muốn 1 set bắp bò + hành ngò nào ngon	search_recipe
tìm giúp đổi sang món món cuốn được không đi	refine_search
đang cần ăn gì cơm văn phòng vừa ít béo vừa 50k	search_recipe
gợi ý không thích món này nha	refine_search
tìm giúp bước 1 là gì	ask_recipe_detail
đang cần cho hết vào giỏ hàng đi nha	add_ingredients_to_cart
thực đơn suất đôi người, giá không quan trọng tiền nào ngon	search_recipe
mình muốn ngu quá	fallback
ê hôm nay ăn gì	search_recipe
đề xuất làm sao cho thịt gà giòn gấp	ask_recipe_detail
mình muốn đổi sang món ức gà được không	refine_search
gợi ý đổi món chiên hơn nào ngon	refine_search
đề xuất món nướng, dễ làm, hợp bữa tối gấp	search_recipe
mình muốn biết ông a không đi	fallback
đề xuất thực đơn suất đôi người, giá 100k	search_recipe
cho hết vào giỏ hàng đi gấp	add_ingredients_to_cart
đang cần nấu gì với nấm với	search_recipe
tìm giúp thực đơn cả nhà người, giá 200k nha	search_recipe
gợi ý tư vấn thực đơn chay có canh chua nha	search_recipe
ê chỉ mình cách nấu đi với	ask_recipe_detail
đề xuất tìm cái gì lạ miệng hơn	refine_search
chi phí cho phần lớn người với	ask_price_estimate
mình muốn hôm nay ăn gì	search_recipe
tìm giúp ăn thế này có đắt không nha	ask_price_estimate
thực đơn nhóm bạn người, giá sang trọng	search_recipe
ăn gì cơm hộp vừa chay vừa tiết kiệm	search_recipe
tìm món kiểu nướng muối ớt cho cơm văn phòng phần lớn cho hợp lý	search_recipe
thực đơn ít người người, giá tiết kiệm	search_recipe
bạn ơi tư vấn thực đơn nhiều rau có canh chua nha	search_recipe
nấu gì với sả đi	search_recipe
có món nào không có hành tây không nhé	refine_search
đề xuất đề xuất món kho, mới đi chợ về, hợp bữa xế nào ngon	search_recipe
bạn ơi ngân sách không quan trọng tiền đủ nấu không	ask_price_estimate
gợi ý ăn gì bữa tối vừa giảm cân vừa 50k đi	search_recipe
nhà còn đặt mua đồ về nấu gấp	add_ingredients_to_cart
bạn ơi đặt mua đồ về nấu	add_ingredients_to_cart
biết ông a không cho hợp lý	fallback
tư vấn thực đơn nhiều rau có thịt bò	search_recipe
tìm cái gì lạ miệng hơn	refine_search
nhà còn bạn tên gì gấp	fallback
mình muốn đề xuất món chiên giòn, trong tủ lạnh còn, hợp cơm hộp	search_recipe
nhà còn tìm món cá hồi luộc ăn bữa trưa	search_recipe
đang cần có món nào không tốn thời gian mà ngon không nhé	search_recipe
tư vấn thực đơn ít béo có đậu phụ đi	search_recipe
mình muốn biết ông a không nha	fallback
đổi sang món salad được không	refine_search
tìm món canh chua hấp ăn bữa sáng	search_recipe
nhà còn tổng thiệt hại là bao nhiêu nào ngon	ask_price_estimate
gợi ý đổi sang món ba chỉ được không nhé	refine_search
nhà còn đang ở đâu nào ngon	fallback
tìm món khác đi đi	refine_search
mình muốn cho hết vào giỏ hàng đi nhé	add_ingredients_to_cart
gợi ý có món nào nhanh mà ngon không	search_recipe
đang cần có món nào 1 tiếng mà ngon không	search_recipe
ê món nhậu từ tôm kho nhé	search_recipe
mua giúp mình nguyên liệu với	add_ingredients_to_cart
đề xuất món nướng, dễ làm, hợp tiệc	search_recipe
mình muốn hướng dẫn chi tiết món này nha	ask_recipe_detail
ăn gì bữa tối vừa eat clean vừa 50k	search_recipe
tư vấn thực đơn healthy có bắp bò nhé	search_recipe
ê đang ở đâu	fallback
cho hết vào giỏ hàng đi nhé	add_ingredients_to_cart
gợi ý bí quyết nấu ngon	ask_recipe_detail
bạn ơi tìm cái gì lạ miệng hơn	refine_search
ê hướng dẫn chi tiết món này	ask_recipe_detail
tìm giúp tổng thiệt hại là bao nhiêu	ask_price_estimate
gợi ý tìm món khác đi	refine_search
tìm món kiểu nướng cho cơm hộp cả nhà	search_recipe
đang cần chi phí cho nhóm bạn người đi	ask_price_estimate
chỉ mình cách nấu đi nhé	ask_recipe_detail
gợi ý đặt mua đồ về nấu với	add_ingredients_to_cart
lên thực đơn bữa sáng: phở, đi làm về muộn, 1 người	search_recipe
có món nào 15 phút mà ngon không	search_recipe
đổi món đậm đà hơn nào ngon	refine_search
